question|context|answer|sql_generado
Find the average age of the students who have allergies with food and animal types.|CREATE TABLE Student (age INTEGER, StuID VARCHAR); CREATE TABLE Allergy_Type (Allergy VARCHAR, allergytype VARCHAR); CREATE TABLE Has_allergy (StuID VARCHAR, Allergy VARCHAR)|"SELECT AVG(age) FROM Student WHERE StuID IN (SELECT T1.StuID FROM Has_allergy AS T1 JOIN Allergy_Type AS T2 ON T1.Allergy = T2.Allergy WHERE T2.allergytype = ""food"" INTERSECT SELECT T1.StuID FROM Has_allergy AS T1 JOIN Allergy_Type AS T2 ON T1.Allergy = T2.Allergy WHERE T2.allergytype = ""animal"")"|SELECT avg(T1.age) FROM Student AS T1 JOIN Has_allergy AS T2 ON T1.StuID  =  T2.StuID JOIN Allergy_Type AS T3 ON T2.Allergy  =  T3.Allergy WHERE T3.allergytype  =  'food' INTERSECT SELECT avg(T1.age) FROM Student AS T1 JOIN Has_allergy AS T2 ON T1.StuID  =  T2.StuID JOIN Allergy_Type AS T3 ON T2.Allergy  =  T3.Allergy WHERE T3.allergytype  =  'animal'
List the first and last name of the students who do not have any food type allergy.|CREATE TABLE Student (fname VARCHAR, lname VARCHAR, StuID VARCHAR); CREATE TABLE Allergy_Type (Allergy VARCHAR, allergytype VARCHAR); CREATE TABLE Has_allergy (StuID VARCHAR, Allergy VARCHAR)|"SELECT fname, lname FROM Student WHERE NOT StuID IN (SELECT T1.StuID FROM Has_allergy AS T1 JOIN Allergy_Type AS T2 ON T1.Allergy = T2.Allergy WHERE T2.allergytype = ""food"")"|SELECT fname, lname FROM Student EXCEPT SELECT T1.fname, T1.lname FROM Student AS T1 JOIN Has_allergy AS T2 ON T1.StuID  =  T2.StuID JOIN Allergy_Type AS T3 ON T2.Allergy  =  T3.Allergy WHERE T3.allergytype  =  'food'
Find the number of male (sex is 'M') students who have some food type allery.|CREATE TABLE Has_allergy (Allergy VARCHAR); CREATE TABLE Allergy_Type (Allergy VARCHAR, allergytype VARCHAR); CREATE TABLE Student (sex VARCHAR, StuID VARCHAR)|"SELECT COUNT(*) FROM Student WHERE sex = ""M"" AND StuID IN (SELECT StuID FROM Has_allergy AS T1 JOIN Allergy_Type AS T2 ON T1.Allergy = T2.Allergy WHERE T2.allergytype = ""food"")"|SELECT count(DISTINCT T1.StuID) FROM Student AS T1 JOIN Has_allergy AS T2 ON T1.StuID = T2.StuID JOIN Allergy_Type AS T3 ON T2.Allergy = T3.Allergy WHERE T1.sex = 'M' AND T3.allergytype = 'food'
Find the different first names and cities of the students who have allergy to milk or cat.|CREATE TABLE Has_Allergy (stuid VARCHAR, Allergy VARCHAR); CREATE TABLE Student (fname VARCHAR, city_code VARCHAR, stuid VARCHAR)|"SELECT DISTINCT T1.fname, T1.city_code FROM Student AS T1 JOIN Has_Allergy AS T2 ON T1.stuid = T2.stuid WHERE T2.Allergy = ""Milk"" OR T2.Allergy = ""Cat"""|SELECT DISTINCT T1.fname, T1.city_code FROM Student AS T1 INNER JOIN Has_Allergy AS T2 ON T1.stuid = T2.stuid WHERE T2.Allergy = 'Milk' OR T2.Allergy = 'Cat'
Find the number of students who are older than 18 and do not have allergy to either food or animal.|CREATE TABLE Allergy_Type (Allergy VARCHAR, allergytype VARCHAR); CREATE TABLE Has_allergy (Allergy VARCHAR); CREATE TABLE Student (age VARCHAR, StuID VARCHAR)|"SELECT COUNT(*) FROM Student WHERE age > 18 AND NOT StuID IN (SELECT StuID FROM Has_allergy AS T1 JOIN Allergy_Type AS T2 ON T1.Allergy = T2.Allergy WHERE T2.allergytype = ""food"" OR T2.allergytype = ""animal"")"|SELECT count(*) FROM Student WHERE age > 18 EXCEPT SELECT count(T1.StuID) FROM Student AS T1 JOIN Has_allergy AS T2 ON T1.StuID  =  T2.Allergy JOIN Allergy_Type AS T3 ON T2.Allergy  =  T3.Allergy WHERE T3.allergytype  =  'food' INTERSECT SELECT count(T1.StuID) FROM Student AS T1 JOIN Has_allergy AS T2 ON T1.StuID  =  T2.Allergy JOIN Allergy_Type AS T3 ON T2.Allergy  =  T3.Allergy WHERE T3.allergytype  =  'animal'
Find the first name and major of the students who are not allegry to soy.|CREATE TABLE Has_allergy (fname VARCHAR, major VARCHAR, StuID VARCHAR, Allergy VARCHAR); CREATE TABLE Student (fname VARCHAR, major VARCHAR, StuID VARCHAR, Allergy VARCHAR)|"SELECT fname, major FROM Student WHERE NOT StuID IN (SELECT StuID FROM Has_allergy WHERE Allergy = ""Soy"")"|SELECT fname, major FROM Student WHERE Allergy <> 'Soy'
A list of the top 5 countries by number of invoices. List country name and number of invoices.|CREATE TABLE invoices (billing_country VARCHAR)|SELECT billing_country, COUNT(*) FROM invoices GROUP BY billing_country ORDER BY COUNT(*) DESC LIMIT 5|SELECT billing_country, COUNT(*) AS invoice_count FROM invoices GROUP BY billing_country ORDER BY invoice_count DESC LIMIT 5
A list of the top 8 countries by gross/total invoice size. List country name and gross invoice size.|CREATE TABLE invoices (billing_country VARCHAR, total INTEGER)|SELECT billing_country, SUM(total) FROM invoices GROUP BY billing_country ORDER BY SUM(total) DESC LIMIT 8|SELECT billing_country, SUM(total) AS gross_invoice_size FROM invoices GROUP BY billing_country ORDER BY gross_invoice_size DESC LIMIT 8
A list of the top 10 countries by average invoice size. List country name and average invoice size.|CREATE TABLE invoices (billing_country VARCHAR, total INTEGER)|SELECT billing_country, AVG(total) FROM invoices GROUP BY billing_country ORDER BY AVG(total) DESC LIMIT 10|SELECT billing_country, AVG(total) AS average_invoice_size FROM invoices GROUP BY billing_country ORDER BY average_invoice_size DESC LIMIT 10
Find out 5 customers who most recently purchased something. List customers' first and last name.|CREATE TABLE customers (first_name VARCHAR, last_name VARCHAR, id VARCHAR); CREATE TABLE invoices (customer_id VARCHAR, invoice_date VARCHAR)|SELECT T1.first_name, T1.last_name FROM customers AS T1 JOIN invoices AS T2 ON T2.customer_id = T1.id ORDER BY T2.invoice_date DESC LIMIT 5|SELECT c.first_name, c.last_name FROM customers c JOIN invoices i ON c.id = i.customer_id ORDER BY i.invoice_date DESC LIMIT 5
Find out the top 10 customers by total number of orders. List customers' first and last name and the number of total orders.|CREATE TABLE customers (first_name VARCHAR, last_name VARCHAR, id VARCHAR); CREATE TABLE invoices (customer_id VARCHAR)|SELECT T1.first_name, T1.last_name, COUNT(*) FROM customers AS T1 JOIN invoices AS T2 ON T2.customer_id = T1.id GROUP BY T1.id ORDER BY COUNT(*) DESC LIMIT 10|SELECT c.first_name, c.last_name, COUNT(i.customer_id) AS total_orders FROM customers c JOIN invoices i ON c.id = i.customer_id GROUP BY c.id, c.first_name, c.last_name ORDER BY total_orders DESC LIMIT 10
List the top 10 customers by total gross sales. List customers' first and last name and total gross sales.|CREATE TABLE invoices (total INTEGER, customer_id VARCHAR); CREATE TABLE customers (first_name VARCHAR, last_name VARCHAR, id VARCHAR)|SELECT T1.first_name, T1.last_name, SUM(T2.total) FROM customers AS T1 JOIN invoices AS T2 ON T2.customer_id = T1.id GROUP BY T1.id ORDER BY SUM(T2.total) DESC LIMIT 10|SELECT c.first_name, c.last_name, SUM(i.total) AS total_sales FROM customers c JOIN invoices i ON c.id = i.customer_id GROUP BY c.id, c.first_name, c.last_name ORDER BY total_sales DESC LIMIT 10
List the top 5 genres by number of tracks. List genres name and total tracks.|CREATE TABLE tracks (genre_id VARCHAR); CREATE TABLE genres (name VARCHAR, id VARCHAR)|SELECT T1.name, COUNT(*) FROM genres AS T1 JOIN tracks AS T2 ON T2.genre_id = T1.id GROUP BY T1.id ORDER BY COUNT(*) DESC LIMIT 5|SELECT g.name, COUNT(t.genre_id) AS total_tracks FROM tracks t JOIN genres g ON t.genre_id = g.id GROUP BY g.name ORDER BY total_tracks DESC LIMIT 5
List every album's title.|CREATE TABLE albums (title VARCHAR)|SELECT title FROM albums|SELECT title FROM albums
List every album ordered by album title in ascending order.|CREATE TABLE albums (title VARCHAR)|SELECT title FROM albums ORDER BY title|SELECT title FROM albums ORDER BY title ASC;
List every album whose title starts with A in alphabetical order.|CREATE TABLE albums (title VARCHAR)|SELECT title FROM albums WHERE title LIKE 'A%' ORDER BY title|SELECT title FROM albums WHERE title LIKE 'A%' ORDER BY title ASC
List the customers first and last name of 10 least expensive invoices.|CREATE TABLE customers (first_name VARCHAR, last_name VARCHAR, id VARCHAR); CREATE TABLE invoices (customer_id VARCHAR)|SELECT T1.first_name, T1.last_name FROM customers AS T1 JOIN invoices AS T2 ON T2.customer_id = T1.id ORDER BY total LIMIT 10|SELECT c.first_name, c.last_name FROM customers c JOIN invoices i ON c.id = i.customer_id LIMIT 10
List total amount of  invoice from Chicago, IL.|CREATE TABLE invoices (total INTEGER, billing_city VARCHAR, billing_state VARCHAR)|"SELECT SUM(total) FROM invoices WHERE billing_city = ""Chicago"" AND billing_state = ""IL"""|SELECT total FROM invoices WHERE billing_city = 'Chicago' AND billing_state = 'IL';
List the number of invoices from Chicago, IL.|CREATE TABLE invoices (billing_city VARCHAR, billing_state VARCHAR)|"SELECT COUNT(*) FROM invoices WHERE billing_city = ""Chicago"" AND billing_state = ""IL"""|SELECT COUNT(*) FROM invoices WHERE billing_city = 'Chicago' AND billing_state = 'IL';
List the number of invoices from the US, grouped by state.|CREATE TABLE invoices (billing_state VARCHAR, billing_country VARCHAR)|"SELECT billing_state, COUNT(*) FROM invoices WHERE billing_country = ""USA"" GROUP BY billing_state"|SELECT billing_state, COUNT(*) FROM invoices WHERE billing_country = 'US' GROUP BY billing_state
List the state in the US with the most invoices.|CREATE TABLE invoices (billing_state VARCHAR, billing_country VARCHAR)|"SELECT billing_state, COUNT(*) FROM invoices WHERE billing_country = ""USA"" GROUP BY billing_state ORDER BY COUNT(*) DESC LIMIT 1"|SELECT billing_state FROM invoices WHERE billing_country = 'US' GROUP BY billing_state ORDER BY count(*) DESC LIMIT 1
List the number of invoices and the invoice total from California.|CREATE TABLE invoices (billing_state VARCHAR, total INTEGER)|"SELECT billing_state, COUNT(*), SUM(total) FROM invoices WHERE billing_state = ""CA"""|SELECT COUNT(*), SUM(total) FROM invoices WHERE billing_state = 'California';
List Aerosmith's albums.|CREATE TABLE artists (id VARCHAR, name VARCHAR); CREATE TABLE albums (title VARCHAR, artist_id VARCHAR)|"SELECT T1.title FROM albums AS T1 JOIN artists AS T2 ON T1.artist_id = T2.id WHERE T2.name = ""Aerosmith"""|SELECT title FROM albums WHERE artist_id IN (SELECT id FROM artists WHERE name = 'Aerosmith');
How many albums does Billy Cobham has?|CREATE TABLE artists (id VARCHAR, name VARCHAR); CREATE TABLE albums (artist_id VARCHAR)|"SELECT COUNT(*) FROM albums AS T1 JOIN artists AS T2 ON T1.artist_id = T2.id WHERE T2.name = ""Billy Cobham"""|"SELECT count(*) FROM albums AS ALB JOIN artists AS ART ON ART.id = ALB.artist_id WHERE ART.name = ""Billy Cobham"";"
Eduardo Martins is a customer at which company?|CREATE TABLE customers (company VARCHAR, first_name VARCHAR, last_name VARCHAR)|"SELECT company FROM customers WHERE first_name = ""Eduardo"" AND last_name = ""Martins"""|SELECT company FROM customers WHERE first_name = 'Eduardo' AND last_name = 'Martins'
What is Astrid Gruber's email and phone number?|CREATE TABLE customers (email VARCHAR, phone VARCHAR, first_name VARCHAR, last_name VARCHAR)|"SELECT email, phone FROM customers WHERE first_name = ""Astrid"" AND last_name = ""Gruber"""|SELECT email, phone FROM customers WHERE first_name = 'Astrid' AND last_name = 'Gruber';
How many customers live in Prague city?|CREATE TABLE customers (city VARCHAR)|"SELECT COUNT(*) FROM customers WHERE city = ""Prague"""|SELECT count(*) FROM customers WHERE city = 'Prague'
How many customers in state of CA?|CREATE TABLE customers (state VARCHAR)|"SELECT COUNT(*) FROM customers WHERE state = ""CA"""|SELECT count(*) FROM customers WHERE state = 'CA';
What country does Roberto Almeida live?|CREATE TABLE customers (country VARCHAR, first_name VARCHAR, last_name VARCHAR)|"SELECT country FROM customers WHERE first_name = ""Roberto"" AND last_name = ""Almeida"""|SELECT country FROM customers WHERE first_name = 'Roberto' AND last_name = 'Almeida';
List the name of albums that are released by aritist whose name has 'Led'|CREATE TABLE artists (id VARCHAR, name VARCHAR); CREATE TABLE albums (title VARCHAR, artist_id VARCHAR)|SELECT T2.title FROM artists AS T1 JOIN albums AS T2 ON T1.id = T2.artist_id WHERE T1.name LIKE '%Led%'|SELECT albums.title FROM albums JOIN artists ON albums.artist_id = artists.id WHERE artists.name LIKE '%Led%';
How many customers does Steve Johnson support?|CREATE TABLE employees (id VARCHAR, first_name VARCHAR, last_name VARCHAR); CREATE TABLE customers (support_rep_id VARCHAR)|"SELECT COUNT(*) FROM employees AS T1 JOIN customers AS T2 ON T2.support_rep_id = T1.id WHERE T1.first_name = ""Steve"" AND T1.last_name = ""Johnson"""|SELECT count(*) FROM customers AS t1 JOIN employees AS t2 ON t1.support_rep_id = t2.id WHERE t2.first_name = 'Steve' AND t2.last_name = 'Johnson';
What is the title, phone and hire date of Nancy Edwards?|CREATE TABLE employees (title VARCHAR, phone VARCHAR, hire_date VARCHAR, first_name VARCHAR, last_name VARCHAR)|"SELECT title, phone, hire_date FROM employees WHERE first_name = ""Nancy"" AND last_name = ""Edwards"""|SELECT title, phone, hire_date FROM employees WHERE first_name = 'Nancy' AND last_name = 'Edwards';
find the full name of employees who report to Nancy Edwards?|CREATE TABLE employees (id VARCHAR, first_name VARCHAR, last_name VARCHAR); CREATE TABLE employees (first_name VARCHAR, last_name VARCHAR, reports_to VARCHAR)|"SELECT T2.first_name, T2.last_name FROM employees AS T1 JOIN employees AS T2 ON T1.id = T2.reports_to WHERE T1.first_name = ""Nancy"" AND T1.last_name = ""Edwards"""|"SELECT e.first_name, e.last_name FROM employees e JOIN employees m ON e.reports_to = m.first_name || ' ' || m.last_name WHERE m.first_name = 'Nancy' AND m.last_name = 'Edwards';"
What is the address of employee Nancy Edwards?|CREATE TABLE employees (address VARCHAR, first_name VARCHAR, last_name VARCHAR)|"SELECT address FROM employees WHERE first_name = ""Nancy"" AND last_name = ""Edwards"""|SELECT address FROM employees WHERE first_name = 'Nancy' AND last_name = 'Edwards';
Find the full name of employee who supported the most number of customers.|CREATE TABLE employees (first_name VARCHAR, last_name VARCHAR, id VARCHAR); CREATE TABLE customers (support_rep_id VARCHAR)|SELECT T1.first_name, T1.last_name FROM employees AS T1 JOIN customers AS T2 ON T1.id = T2.support_rep_id GROUP BY T1.id ORDER BY COUNT(*) DESC LIMIT 1|SELECT e.first_name, e.last_name FROM employees e JOIN (SELECT c.support_rep_id, COUNT(*) AS customer_count FROM customers c GROUP BY c.support_rep_id ORDER BY customer_count DESC LIMIT 1) AS subquery ON e.id = subquery.support_rep_id;
How many employees are living in Canada?|CREATE TABLE employees (country VARCHAR)|"SELECT COUNT(*) FROM employees WHERE country = ""Canada"""|SELECT count(*) FROM employees WHERE country = 'Canada';
What is employee Nancy Edwards's phone number?|CREATE TABLE employees (phone VARCHAR, first_name VARCHAR, last_name VARCHAR)|"SELECT phone FROM employees WHERE first_name = ""Nancy"" AND last_name = ""Edwards"""|SELECT phone FROM employees WHERE first_name = 'Nancy' AND last_name = 'Edwards';
Who is the youngest employee in the company? List employee's first and last name.|CREATE TABLE employees (first_name VARCHAR, last_name VARCHAR, birth_date VARCHAR)|SELECT first_name, last_name FROM employees ORDER BY birth_date DESC LIMIT 1|SELECT first_name, last_name FROM employees ORDER BY birth_date DESC LIMIT 1;
List top 10 employee work longest in the company. List employee's first and last name.|CREATE TABLE employees (first_name VARCHAR, last_name VARCHAR, hire_date VARCHAR)|SELECT first_name, last_name FROM employees ORDER BY hire_date LIMIT 10|SELECT first_name, last_name FROM employees ORDER BY hire_date ASC LIMIT 10
Find the number of employees whose title is IT Staff from each city?|CREATE TABLE employees (city VARCHAR, title VARCHAR)|SELECT COUNT(*), city FROM employees WHERE title = 'IT Staff' GROUP BY city|SELECT city, COUNT(*) FROM employees WHERE title = 'IT Staff' GROUP BY city
Which employee manage most number of peoples? List employee's first and last name, and number of people report to that employee.|CREATE TABLE employees (first_name VARCHAR, last_name VARCHAR, id VARCHAR); CREATE TABLE employees (reports_to VARCHAR)|SELECT T2.first_name, T2.last_name, COUNT(T1.reports_to) FROM employees AS T1 JOIN employees AS T2 ON T1.reports_to = T2.id GROUP BY T1.reports_to ORDER BY COUNT(T1.reports_to) DESC LIMIT 1|SELECT e.first_name, e.last_name, COUNT(r.id) AS num_reports FROM employees e JOIN employees r ON e.id = r.reports_to GROUP BY e.id, e.first_name, e.last_name ORDER BY num_reports DESC LIMIT 1
How many orders does Lucas Mancini has?|CREATE TABLE invoices (customer_id VARCHAR); CREATE TABLE customers (id VARCHAR, first_name VARCHAR, last_name VARCHAR)|"SELECT COUNT(*) FROM customers AS T1 JOIN invoices AS T2 ON T1.id = T2.customer_id WHERE T1.first_name = ""Lucas"" AND T1.last_name = ""Mancini"""|SELECT COUNT(i.customer_id) FROM invoices AS i JOIN customers AS c ON i.customer_id = c.id WHERE c.first_name = 'Lucas' AND c.last_name = 'Mancini';
What is the total amount of money spent by Lucas Mancini?|CREATE TABLE invoices (total INTEGER, customer_id VARCHAR); CREATE TABLE customers (id VARCHAR, first_name VARCHAR, last_name VARCHAR)|"SELECT SUM(T2.total) FROM customers AS T1 JOIN invoices AS T2 ON T1.id = T2.customer_id WHERE T1.first_name = ""Lucas"" AND T1.last_name = ""Mancini"""|SELECT SUM(i.total) FROM invoices i JOIN customers c ON i.customer_id = c.id WHERE c.first_name = 'Lucas' AND c.last_name = 'Mancini';
List all media types.|CREATE TABLE media_types (name VARCHAR)|SELECT name FROM media_types|SELECT name FROM media_types
List all different genre types.|CREATE TABLE genres (name VARCHAR)|SELECT DISTINCT name FROM genres|SELECT DISTINCT name FROM genres
List the name of all playlist.|CREATE TABLE playlists (name VARCHAR)|SELECT name FROM playlists|SELECT name FROM playlists;
Who is the composer of track Fast As a Shark?|CREATE TABLE tracks (composer VARCHAR, name VARCHAR)|"SELECT composer FROM tracks WHERE name = ""Fast As a Shark"""|SELECT composer FROM tracks WHERE name = 'Fast As a Shark'
How long does track Fast As a Shark has?|CREATE TABLE tracks (milliseconds VARCHAR, name VARCHAR)|"SELECT milliseconds FROM tracks WHERE name = ""Fast As a Shark"""|SELECT milliseconds FROM tracks WHERE name = 'Fast As a Shark'
What is the name of tracks whose genre is Rock?|CREATE TABLE genres (id VARCHAR, name VARCHAR); CREATE TABLE tracks (name VARCHAR, genre_id VARCHAR)|"SELECT T2.name FROM genres AS T1 JOIN tracks AS T2 ON T1.id = T2.genre_id WHERE T1.name = ""Rock"""|SELECT t.name FROM tracks t JOIN genres g ON t.genre_id = g.id WHERE g.name = 'Rock'
What is title of album which track Balls to the Wall belongs to?|CREATE TABLE tracks (genre_id VARCHAR, name VARCHAR); CREATE TABLE albums (title VARCHAR, id VARCHAR)|"SELECT T1.title FROM albums AS T1 JOIN tracks AS T2 ON T1.id = T2.genre_id WHERE T2.name = ""Balls to the Wall"""|SELECT a.title FROM albums a JOIN tracks t ON a.id = t.genre_id WHERE t.name = 'Balls to the Wall';
List name of all tracks in Balls to the Wall.|CREATE TABLE tracks (name VARCHAR, genre_id VARCHAR); CREATE TABLE albums (id VARCHAR, title VARCHAR)|"SELECT T2.name FROM albums AS T1 JOIN tracks AS T2 ON T1.id = T2.genre_id WHERE T1.title = ""Balls to the Wall"""|SELECT t.name FROM tracks t JOIN albums a ON t.album_id = a.id WHERE a.title = 'Balls to the Wall';
List title of albums have the number of tracks greater than 10.|CREATE TABLE tracks (album_id VARCHAR); CREATE TABLE albums (title VARCHAR, id VARCHAR)|SELECT T1.title FROM albums AS T1 JOIN tracks AS T2 ON T1.id = T2.album_id GROUP BY T1.id HAVING COUNT(T1.id) > 10|SELECT T1.title FROM albums AS T1 JOIN tracks AS T2 ON T1.id = T2.album_id GROUP BY T1.id HAVING count(*) > 10
List the name of tracks belongs to genre Rock and whose media type is MPEG audio file.|CREATE TABLE genres (id VARCHAR, name VARCHAR); CREATE TABLE tracks (name VARCHAR, genre_id VARCHAR, media_type_id VARCHAR); CREATE TABLE media_types (id VARCHAR, name VARCHAR)|"SELECT T2.name FROM genres AS T1 JOIN tracks AS T2 ON T1.id = T2.genre_id JOIN media_types AS T3 ON T3.id = T2.media_type_id WHERE T1.name = ""Rock"" AND T3.name = ""MPEG audio file"""|SELECT t.name FROM tracks t JOIN genres g ON t.genre_id = g.id JOIN media_types m ON t.media_type_id = m.id WHERE g.name = 'Rock' AND m.name = 'MPEG audio file'
List the name of tracks belongs to genre Rock or media type is MPEG audio file.|CREATE TABLE genres (id VARCHAR, name VARCHAR); CREATE TABLE tracks (name VARCHAR, genre_id VARCHAR, media_type_id VARCHAR); CREATE TABLE media_types (id VARCHAR, name VARCHAR)|"SELECT T2.name FROM genres AS T1 JOIN tracks AS T2 ON T1.id = T2.genre_id JOIN media_types AS T3 ON T3.id = T2.media_type_id WHERE T1.name = ""Rock"" OR T3.name = ""MPEG audio file"""|SELECT t.name FROM tracks t JOIN genres g ON t.genre_id = g.id JOIN media_types m ON t.media_type_id = m.id WHERE g.name = 'Rock' OR m.name = 'MPEG audio file';
List the name of tracks belongs to genre Rock or genre Jazz.|CREATE TABLE genres (id VARCHAR, name VARCHAR); CREATE TABLE tracks (name VARCHAR, genre_id VARCHAR)|"SELECT T2.name FROM genres AS T1 JOIN tracks AS T2 ON T1.id = T2.genre_id WHERE T1.name = ""Rock"" OR T1.name = ""Jazz"""|SELECT t.name FROM tracks t JOIN genres g ON t.genre_id = g.id WHERE g.name = 'Rock' OR g.name = 'Jazz';
List the name of all tracks in the playlists of Movies.|CREATE TABLE playlists (id VARCHAR, name VARCHAR); CREATE TABLE playlist_tracks (track_id VARCHAR, playlist_id VARCHAR); CREATE TABLE tracks (name VARCHAR, id VARCHAR)|"SELECT T1.name FROM tracks AS T1 JOIN playlist_tracks AS T2 ON T1.id = T2.track_id JOIN playlists AS T3 ON T3.id = T2.playlist_id WHERE T3.name = ""Movies"""|SELECT T1.name FROM tracks AS T1 JOIN playlist_tracks AS T2 ON T1.id = T2.track_id JOIN playlists AS T3 ON T2.playlist_id = T3.id WHERE T3.name = 'Movies'
List the name of playlist which has number of tracks greater than 100.|CREATE TABLE playlist_tracks (playlist_id VARCHAR, track_id VARCHAR); CREATE TABLE playlists (name VARCHAR, id VARCHAR)|SELECT T2.name FROM playlist_tracks AS T1 JOIN playlists AS T2 ON T2.id = T1.playlist_id GROUP BY T1.playlist_id HAVING COUNT(T1.track_id) > 100|SELECT p.name FROM playlists p JOIN playlist_tracks pt ON p.id = pt.playlist_id GROUP BY p.id, p.name HAVING COUNT(pt.track_id) > 100;
List all tracks bought by customer Daan Peeters.|CREATE TABLE invoices (id VARCHAR, customer_id VARCHAR); CREATE TABLE invoice_lines (track_id VARCHAR, invoice_id VARCHAR); CREATE TABLE tracks (name VARCHAR, id VARCHAR); CREATE TABLE customers (id VARCHAR, first_name VARCHAR, last_name VARCHAR)|"SELECT T1.name FROM tracks AS T1 JOIN invoice_lines AS T2 ON T1.id = T2.track_id JOIN invoices AS T3 ON T3.id = T2.invoice_id JOIN customers AS T4 ON T4.id = T3.customer_id WHERE T4.first_name = ""Daan"" AND T4.last_name = ""Peeters"""|SELECT DISTINCT t.name FROM tracks AS t JOIN invoice_lines AS il ON t.id = il.track_id JOIN invoices AS i ON il.invoice_id = i.id JOIN customers AS c ON i.customer_id = c.id WHERE c.first_name = 'Daan' AND c.last_name = 'Peeters';
How much is the track Fast As a Shark?|CREATE TABLE tracks (unit_price VARCHAR, name VARCHAR)|"SELECT unit_price FROM tracks WHERE name = ""Fast As a Shark"""|SELECT unit_price FROM tracks WHERE name = 'Fast As a Shark'
Find the name of tracks which are in Movies playlist but not in music playlist.|CREATE TABLE playlists (id VARCHAR, name VARCHAR); CREATE TABLE playlist_tracks (track_id VARCHAR, playlist_id VARCHAR); CREATE TABLE tracks (name VARCHAR, id VARCHAR)|SELECT T1.name FROM tracks AS T1 JOIN playlist_tracks AS T2 ON T1.id = T2.track_id JOIN playlists AS T3 ON T2.playlist_id = T3.id WHERE T3.name = 'Movies' EXCEPT SELECT T1.name FROM tracks AS T1 JOIN playlist_tracks AS T2 ON T1.id = T2.track_id JOIN playlists AS T3 ON T2.playlist_id = T3.id WHERE T3.name = 'Music'|SELECT T.name FROM tracks AS T JOIN playlist_tracks AS PT ON T.id = PT.track_id JOIN playlists AS P ON PT.playlist_id = P.id WHERE P.name = 'Movies' EXCEPT SELECT T.name FROM tracks AS T JOIN playlist_tracks AS PT ON T.id = PT.track_id JOIN playlists AS P ON PT.playlist_id = P.id WHERE P.name = 'Music'
Find the name of tracks which are in both Movies and music playlists.|CREATE TABLE playlists (id VARCHAR, name VARCHAR); CREATE TABLE playlist_tracks (track_id VARCHAR, playlist_id VARCHAR); CREATE TABLE tracks (name VARCHAR, id VARCHAR)|SELECT T1.name FROM tracks AS T1 JOIN playlist_tracks AS T2 ON T1.id = T2.track_id JOIN playlists AS T3 ON T2.playlist_id = T3.id WHERE T3.name = 'Movies' INTERSECT SELECT T1.name FROM tracks AS T1 JOIN playlist_tracks AS T2 ON T1.id = T2.track_id JOIN playlists AS T3 ON T2.playlist_id = T3.id WHERE T3.name = 'Music'|SELECT t.name FROM tracks t JOIN playlist_tracks pt ON t.id = pt.track_id JOIN playlists p ON pt.playlist_id = p.id WHERE p.name = 'Movies' INTERSECT SELECT t.name FROM tracks t JOIN playlist_tracks pt ON t.id = pt.track_id JOIN playlists p ON pt.playlist_id = p.id WHERE p.name = 'Music'
Find number of tracks in each genre?|CREATE TABLE tracks (genre_id VARCHAR); CREATE TABLE genres (name VARCHAR, id VARCHAR)|SELECT COUNT(*), T1.name FROM genres AS T1 JOIN tracks AS T2 ON T1.id = T2.genre_id GROUP BY T1.name|SELECT g.name, COUNT(t.genre_id) FROM tracks t JOIN genres g ON t.genre_id = g.id GROUP BY g.name
How many editors are there?|CREATE TABLE editor (Id VARCHAR)|SELECT COUNT(*) FROM editor|SELECT count(*) FROM editor
List the names of editors in ascending order of age.|CREATE TABLE editor (Name VARCHAR, Age VARCHAR)|SELECT Name FROM editor ORDER BY Age|SELECT Name FROM editor ORDER BY Age ASC
What are the names and ages of editors?|CREATE TABLE editor (Name VARCHAR, Age VARCHAR)|SELECT Name, Age FROM editor|SELECT Name, Age FROM editor
List the names of editors who are older than 25.|CREATE TABLE editor (Name VARCHAR, Age INTEGER)|SELECT Name FROM editor WHERE Age > 25|SELECT Name FROM editor WHERE Age > 25;
Show the names of editors of age either 24 or 25.|CREATE TABLE editor (Name VARCHAR, Age VARCHAR)|SELECT Name FROM editor WHERE Age = 24 OR Age = 25|SELECT Name FROM editor WHERE Age IN ('24', '25')
What is the name of the youngest editor?|CREATE TABLE editor (Name VARCHAR, Age VARCHAR)|SELECT Name FROM editor ORDER BY Age LIMIT 1|SELECT Name FROM editor ORDER BY Age ASC LIMIT 1
What are the different ages of editors? Show each age along with the number of editors of that age.|CREATE TABLE editor (Age VARCHAR)|SELECT Age, COUNT(*) FROM editor GROUP BY Age|SELECT Age, COUNT(*) AS NumberOfEditors FROM editor GROUP BY Age
Please show the most common age of editors.|CREATE TABLE editor (Age VARCHAR)|SELECT Age FROM editor GROUP BY Age ORDER BY COUNT(*) DESC LIMIT 1|SELECT Age FROM editor GROUP BY Age ORDER BY COUNT(*) DESC LIMIT 1
Show the distinct themes of journals.|CREATE TABLE journal (Theme VARCHAR)|SELECT DISTINCT Theme FROM journal|SELECT DISTINCT Theme FROM journal
