question|context|answer|sql_generado
Show the statement detail and the corresponding document name for the statement with detail 'Private Project'.|CREATE TABLE Statements (statement_details VARCHAR, statement_id VARCHAR); CREATE TABLE Documents (document_name VARCHAR, document_id VARCHAR)|SELECT T1.statement_details, T2.document_name FROM Statements AS T1 JOIN Documents AS T2 ON T1.statement_id = T2.document_id WHERE T1.statement_details = 'Private Project'|SELECT T1.statement_details, T2.document_name FROM Statements AS T1 JOIN Documents AS T2 ON T1.statement_id = T2.document_id WHERE T1.statement_details = 'Private Project'
Show all document type codes, document type names, document type descriptions.|CREATE TABLE Ref_document_types (document_type_code VARCHAR, document_type_name VARCHAR, document_type_description VARCHAR)|SELECT document_type_code, document_type_name, document_type_description FROM Ref_document_types|SELECT document_type_code, document_type_name, document_type_description FROM Ref_document_types
What is the document type description for document type named Film?|CREATE TABLE Ref_document_types (document_type_description VARCHAR, document_type_name VARCHAR)|"SELECT document_type_description FROM Ref_document_types WHERE document_type_name = ""Film"""|SELECT document_type_description FROM Ref_document_types WHERE document_type_name = 'Film'
What is the document type name and the document type description and creation date for all the documents?|CREATE TABLE Ref_document_types (document_type_name VARCHAR, document_type_description VARCHAR, document_type_code VARCHAR); CREATE TABLE Documents (Document_date VARCHAR, document_type_code VARCHAR)|SELECT T1.document_type_name, T1.document_type_description, T2.Document_date FROM Ref_document_types AS T1 JOIN Documents AS T2 ON T1.document_type_code = T2.document_type_code|SELECT T1.document_type_name, T1.document_type_description, T2.Document_date FROM Ref_document_types AS T1 JOIN Documents AS T2 ON T1.document_type_code = T2.document_type_code
Show the number of projects.|CREATE TABLE Projects (Id VARCHAR)|SELECT COUNT(*) FROM Projects|SELECT COUNT(Id) FROM Projects
List ids and details for all projects.|CREATE TABLE Projects (project_id VARCHAR, project_details VARCHAR)|SELECT project_id, project_details FROM Projects|SELECT project_id, project_details FROM Projects
What is the project id and detail for the project with at least two documents?|CREATE TABLE Projects (project_id VARCHAR, project_details VARCHAR); CREATE TABLE Documents (project_id VARCHAR)|SELECT T1.project_id, T1.project_details FROM Projects AS T1 JOIN Documents AS T2 ON T1.project_id = T2.project_id GROUP BY T1.project_id HAVING COUNT(*) > 2|SELECT T1.project_id, T1.project_details FROM Projects AS T1 JOIN Documents AS T2 ON T1.project_id = T2.project_id GROUP BY T1.project_id, T1.project_details HAVING COUNT(*) >= 2
"What is the project detail for the project with document ""King Book""?"|CREATE TABLE Projects (project_details VARCHAR, project_id VARCHAR); CREATE TABLE Documents (project_id VARCHAR, document_name VARCHAR)|"SELECT T1.project_details FROM Projects AS T1 JOIN Documents AS T2 ON T1.project_id = T2.project_id WHERE T2.document_name = ""King Book"""|SELECT T1.project_details FROM Projects AS T1 JOIN Documents AS T2 ON T1.project_id = T2.project_id WHERE T2.document_name = 'King Book'
How many budget types do we have?|CREATE TABLE Ref_budget_codes (Id VARCHAR)|SELECT COUNT(*) FROM Ref_budget_codes|SELECT COUNT(Id) FROM Ref_budget_codes
List all budget type codes and descriptions.|CREATE TABLE Ref_budget_codes (budget_type_code VARCHAR, budget_type_description VARCHAR)|SELECT budget_type_code, budget_type_description FROM Ref_budget_codes|SELECT budget_type_code, budget_type_description FROM Ref_budget_codes
What is the description for the budget type with code ORG?|CREATE TABLE Ref_budget_codes (budget_type_description VARCHAR, budget_type_code VARCHAR)|"SELECT budget_type_description FROM Ref_budget_codes WHERE budget_type_code = ""ORG"""|SELECT budget_type_description FROM Ref_budget_codes WHERE budget_type_code = 'ORG'
How many documents have expenses?|CREATE TABLE Documents_with_expenses (Id VARCHAR)|SELECT COUNT(*) FROM Documents_with_expenses|SELECT COUNT(DISTINCT Id) FROM Documents_with_expenses
What are the document ids for the budget type code 'SF'?|CREATE TABLE Documents_with_expenses (document_id VARCHAR, budget_type_code VARCHAR)|SELECT document_id FROM Documents_with_expenses WHERE budget_type_code = 'SF'|SELECT document_id FROM Documents_with_expenses WHERE budget_type_code = 'SF'
Show the budget type code and description and the corresponding document id.|CREATE TABLE Ref_budget_codes (budget_type_code VARCHAR, budget_type_description VARCHAR); CREATE TABLE Documents_with_expenses (document_id VARCHAR, budget_type_code VARCHAR)|SELECT T2.budget_type_code, T2.budget_type_description, T1.document_id FROM Documents_with_expenses AS T1 JOIN Ref_budget_codes AS T2 ON T1.budget_type_code = T2.budget_type_code|SELECT T1.budget_type_code, T1.budget_type_description, T2.document_id FROM Ref_budget_codes AS T1 JOIN Documents_with_expenses AS T2 ON T1.budget_type_code = T2.budget_type_code
Show ids for all documents with budget types described as 'Government'.|CREATE TABLE Documents_with_expenses (document_id VARCHAR, Budget_Type_code VARCHAR); CREATE TABLE Ref_Budget_Codes (Budget_Type_code VARCHAR, budget_type_Description VARCHAR)|"SELECT T1.document_id FROM Documents_with_expenses AS T1 JOIN Ref_Budget_Codes AS T2 ON T1.Budget_Type_code = T2.Budget_Type_code WHERE T2.budget_type_Description = ""Government"""|SELECT T1.document_id FROM Documents_with_expenses AS T1 JOIN Ref_Budget_Codes AS T2 ON T1.Budget_Type_code = T2.Budget_Type_code WHERE T2.budget_type_Description = 'Government'
Show budget type codes and the number of documents in each budget type.|CREATE TABLE Documents_with_expenses (budget_type_code VARCHAR)|SELECT budget_type_code, COUNT(*) FROM Documents_with_expenses GROUP BY budget_type_code|SELECT budget_type_code, COUNT(*) FROM Documents_with_expenses GROUP BY budget_type_code
What is the budget type code with most number of documents.|CREATE TABLE Documents_with_expenses (budget_type_code VARCHAR)|SELECT budget_type_code FROM Documents_with_expenses GROUP BY budget_type_code ORDER BY COUNT(*) DESC LIMIT 1|SELECT budget_type_code FROM Documents_with_expenses GROUP BY budget_type_code ORDER BY COUNT(*) DESC LIMIT 1
What are the ids of documents which don't have expense budgets?|CREATE TABLE Documents (document_id VARCHAR); CREATE TABLE Documents_with_expenses (document_id VARCHAR)|SELECT document_id FROM Documents EXCEPT SELECT document_id FROM Documents_with_expenses|SELECT document_id FROM Documents EXCEPT SELECT document_id FROM Documents_with_expenses
Show ids for all documents in type CV without expense budgets.|CREATE TABLE Documents_with_expenses (document_id VARCHAR, document_type_code VARCHAR); CREATE TABLE Documents (document_id VARCHAR, document_type_code VARCHAR)|"SELECT document_id FROM Documents WHERE document_type_code = ""CV"" EXCEPT SELECT document_id FROM Documents_with_expenses"|SELECT T1.document_id FROM Documents AS T1 INNER JOIN Documents_with_expenses AS T2 ON T1.document_id = T2.document_id WHERE T1.document_type_code = 'CV' AND T2.document_id IS NULL
What are the ids of documents with letter 's' in the name with any expense budgets.|CREATE TABLE Documents_with_expenses (document_id VARCHAR); CREATE TABLE Documents (document_id VARCHAR, document_name VARCHAR)|SELECT T1.document_id FROM Documents AS T1 JOIN Documents_with_expenses AS T2 ON T1.document_id = T2.document_id WHERE T1.document_name LIKE '%s%'|SELECT T1.document_id FROM Documents AS T1 JOIN Documents_with_expenses AS T2 ON T1.document_id = T2.document_id WHERE T1.document_name LIKE '%s%'
How many documents do not have any expense?|CREATE TABLE Documents (document_id VARCHAR); CREATE TABLE Documents_with_expenses (document_id VARCHAR)|SELECT COUNT(*) FROM Documents WHERE NOT document_id IN (SELECT document_id FROM Documents_with_expenses)|SELECT COUNT(T1.document_id) FROM Documents AS T1 LEFT JOIN Documents_with_expenses AS T2 ON T1.document_id = T2.document_id WHERE T2.document_id IS NULL
What are the dates for the documents with both 'GV' type and 'SF' type expenses?|CREATE TABLE Documents_with_Expenses (document_id VARCHAR, budget_type_code VARCHAR); CREATE TABLE Documents (document_date VARCHAR, document_id VARCHAR)|SELECT T1.document_date FROM Documents AS T1 JOIN Documents_with_Expenses AS T2 ON T1.document_id = T2.document_id WHERE T2.budget_type_code = 'GV' INTERSECT SELECT T1.document_date FROM Documents AS T1 JOIN Documents_with_Expenses AS T2 ON T1.document_id = T2.document_id WHERE T2.budget_type_code = 'SF'|SELECT T2.document_date FROM Documents_with_Expenses AS T1 JOIN Documents AS T2 ON T1.document_id = T2.document_id WHERE T1.budget_type_code = 'GV' INTERSECT SELECT T2.document_date FROM Documents_with_Expenses AS T1 JOIN Documents AS T2 ON T1.document_id = T2.document_id WHERE T1.budget_type_code = 'SF'
What are the account details with the largest value or with value having char '5' in it?|CREATE TABLE Accounts (Account_details INTEGER)|"SELECT MAX(Account_details) FROM Accounts UNION SELECT Account_details FROM Accounts WHERE Account_details LIKE ""%5%"""|SELECT Account_details FROM Accounts WHERE CAST(Account_details AS VARCHAR) LIKE '%5%' OR Account_details = (SELECT MAX(Account_details) FROM Accounts)
Find the total number of scientists.|CREATE TABLE scientists (Id VARCHAR)|SELECT COUNT(*) FROM scientists|SELECT COUNT(Id) FROM scientists
Find the total hours of all projects.|CREATE TABLE projects (hours INTEGER)|SELECT SUM(hours) FROM projects|SELECT SUM(hours) FROM projects
How many different scientists are assigned to any project?|CREATE TABLE assignedto (scientist VARCHAR)|SELECT COUNT(DISTINCT scientist) FROM assignedto|SELECT COUNT(DISTINCT scientist) FROM assignedto
Find the number of distinct projects.|CREATE TABLE projects (name VARCHAR)|SELECT COUNT(DISTINCT name) FROM projects|SELECT COUNT(DISTINCT name) FROM projects
Find the average hours of all projects.|CREATE TABLE projects (hours INTEGER)|SELECT AVG(hours) FROM projects|SELECT AVG(hours) FROM projects
Find the name of project that continues for the longest time.|CREATE TABLE projects (name VARCHAR, hours VARCHAR)|SELECT name FROM projects ORDER BY hours DESC LIMIT 1|SELECT name FROM projects ORDER BY hours DESC LIMIT 1
List the name of all projects that are operated longer than the average working hours of all projects.|CREATE TABLE projects (name VARCHAR, hours INTEGER)|SELECT name FROM projects WHERE hours > (SELECT AVG(hours) FROM projects)|SELECT name FROM projects WHERE hours > (SELECT AVG(hours) FROM projects)
Find the name and hours of project that has the most number of scientists.|CREATE TABLE assignedto (project VARCHAR); CREATE TABLE projects (name VARCHAR, hours VARCHAR, code VARCHAR)|SELECT T1.name, T1.hours FROM projects AS T1 JOIN assignedto AS T2 ON T1.code = T2.project GROUP BY T2.project ORDER BY COUNT(*) DESC LIMIT 1|SELECT T1.name, T1.hours FROM projects AS T1 JOIN assignedto AS T2 ON T1.code = T2.project GROUP BY T1.code ORDER BY COUNT(*) DESC LIMIT 1
Find the name of the project for which a scientist whose name contains ‘Smith’ is assigned to.|CREATE TABLE scientists (SSN VARCHAR, name VARCHAR); CREATE TABLE assignedto (project VARCHAR, scientist VARCHAR); CREATE TABLE projects (name VARCHAR, code VARCHAR)|SELECT T2.name FROM assignedto AS T1 JOIN projects AS T2 ON T1.project = T2.code JOIN scientists AS T3 ON T1.scientist = T3.SSN WHERE T3.name LIKE '%Smith%'|SELECT T3.name FROM scientists AS T1 JOIN assignedto AS T2 ON T1.SSN = T2.scientist JOIN projects AS T3 ON T2.project = T3.code WHERE T1.name LIKE '%Smith%'
Find the total hours of the projects that scientists named Michael Rogers or Carol Smith are assigned to.|CREATE TABLE scientists (SSN VARCHAR, name VARCHAR); CREATE TABLE projects (hours INTEGER, code VARCHAR); CREATE TABLE assignedto (project VARCHAR, scientist VARCHAR)|SELECT SUM(T2.hours) FROM assignedto AS T1 JOIN projects AS T2 ON T1.project = T2.code JOIN scientists AS T3 ON T1.scientist = T3.SSN WHERE T3.name = 'Michael Rogers' OR T3.name = 'Carol Smith'|SELECT SUM(T2.hours) FROM scientists AS T1 JOIN assignedto AS T3 ON T1.SSN = T3.scientist JOIN projects AS T2 ON T3.project = T2.code WHERE T1.name = 'Michael Rogers' OR T1.name = 'Carol Smith'
Find the name of projects that require between 100 and 300 hours of work.|CREATE TABLE projects (name VARCHAR, hours INTEGER)|SELECT name FROM projects WHERE hours BETWEEN 100 AND 300|SELECT name FROM projects WHERE hours BETWEEN 100 AND 300
Find the name of the scientist who worked on both a project named 'Matter of Time' and a project named 'A Puzzling Parallax'.|CREATE TABLE projects (code VARCHAR, name VARCHAR); CREATE TABLE scientists (name VARCHAR, SSN VARCHAR); CREATE TABLE assignedto (project VARCHAR, scientist VARCHAR)|SELECT T3.name FROM assignedto AS T1 JOIN projects AS T2 ON T1.project = T2.code JOIN scientists AS T3 ON T1.scientist = T3.SSN WHERE T2.name = 'Matter of Time' INTERSECT SELECT T3.name FROM assignedto AS T1 JOIN projects AS T2 ON T1.project = T2.code JOIN scientists AS T3 ON T1.scientist = T3.SSN WHERE T2.name = 'A Puzzling Parallax'|SELECT T2.name FROM assignedto AS T1 JOIN scientists AS T2 ON T1.scientist = T2.SSN JOIN projects AS T3 ON T1.project = T3.code WHERE T3.name = 'Matter of Time' INTERSECT SELECT T2.name FROM assignedto AS T1 JOIN scientists AS T2 ON T1.scientist = T2.SSN JOIN projects AS T3 ON T1.project = T3.code WHERE T3.name = 'A Puzzling Parallax'
List the names of all scientists sorted in alphabetical order.|CREATE TABLE scientists (name VARCHAR)|SELECT name FROM scientists ORDER BY name|SELECT name FROM scientists ORDER BY name
Find the number of scientists involved for each project name.|CREATE TABLE assignedto (project VARCHAR); CREATE TABLE projects (name VARCHAR, code VARCHAR)|SELECT COUNT(*), T1.name FROM projects AS T1 JOIN assignedto AS T2 ON T1.code = T2.project GROUP BY T1.name|SELECT T2.name, COUNT(T1.project) FROM assignedto AS T1 JOIN projects AS T2 ON T1.project = T2.code GROUP BY T2.name
Find the number of scientists involved for the projects that require more than 300 hours.|CREATE TABLE assignedto (project VARCHAR); CREATE TABLE projects (name VARCHAR, code VARCHAR, hours INTEGER)|SELECT COUNT(*), T1.name FROM projects AS T1 JOIN assignedto AS T2 ON T1.code = T2.project WHERE T1.hours > 300 GROUP BY T1.name|SELECT COUNT(T1.project) FROM assignedto AS T1 JOIN projects AS T2 ON T1.project = T2.code WHERE T2.hours > 300
Find the number of projects which each scientist is working on and scientist's name.|CREATE TABLE scientists (name VARCHAR, ssn VARCHAR); CREATE TABLE assignedto (scientist VARCHAR)|SELECT COUNT(*), T1.name FROM scientists AS T1 JOIN assignedto AS T2 ON T1.ssn = T2.scientist GROUP BY T1.name|SELECT T1.name, COUNT(T2.scientist) FROM scientists AS T1 JOIN assignedto AS T2 ON T1.name = T2.scientist GROUP BY T1.name
Find the SSN and name of scientists who are assigned to the project with the longest hours.|CREATE TABLE scientists (ssn VARCHAR, name VARCHAR, SSN VARCHAR); CREATE TABLE projects (code VARCHAR, hours INTEGER); CREATE TABLE assignedto (project VARCHAR, scientist VARCHAR); CREATE TABLE projects (hours INTEGER)|SELECT T3.ssn, T3.name FROM assignedto AS T1 JOIN projects AS T2 ON T1.project = T2.code JOIN scientists AS T3 ON T1.scientist = T3.SSN WHERE T2.hours = (SELECT MAX(hours) FROM projects)|SELECT T1.ssn, T1.name FROM scientists AS T1 JOIN assignedto AS T2 ON T1.ssn = T2.scientist JOIN projects AS T3 ON T2.project = T3.code WHERE T3.hours = (SELECT MAX(hours) FROM projects)
Find the name of scientists who are assigned to some project.|CREATE TABLE assignedto (scientist VARCHAR); CREATE TABLE scientists (name VARCHAR, ssn VARCHAR)|SELECT T2.name FROM assignedto AS T1 JOIN scientists AS T2 ON T1.scientist = T2.ssn|SELECT T2.name FROM assignedto AS T1 JOIN scientists AS T2 ON T1.scientist = T2.ssn
Select the project names which are not assigned yet.|CREATE TABLE Projects (Name VARCHAR, Code VARCHAR, Project VARCHAR); CREATE TABLE AssignedTo (Name VARCHAR, Code VARCHAR, Project VARCHAR)|SELECT Name FROM Projects WHERE NOT Code IN (SELECT Project FROM AssignedTo)|SELECT T1.Project FROM Projects AS T1 LEFT JOIN AssignedTo AS T2 ON T1.Code = T2.Code AND T1.Project = T2.Project WHERE T2.Project IS NULL
Find the name of scientists who are not assigned to any project.|CREATE TABLE scientists (Name VARCHAR, ssn VARCHAR, scientist VARCHAR); CREATE TABLE AssignedTo (Name VARCHAR, ssn VARCHAR, scientist VARCHAR)|SELECT Name FROM scientists WHERE NOT ssn IN (SELECT scientist FROM AssignedTo)|SELECT Name FROM scientists EXCEPT SELECT Name FROM AssignedTo
Find the number of scientists who are not assigned to any project.|CREATE TABLE AssignedTo (ssn VARCHAR, scientist VARCHAR); CREATE TABLE scientists (ssn VARCHAR, scientist VARCHAR)|SELECT COUNT(*) FROM scientists WHERE NOT ssn IN (SELECT scientist FROM AssignedTo)|SELECT COUNT(T1.ssn) FROM scientists AS T1 LEFT JOIN AssignedTo AS T2 ON T1.ssn = T2.ssn WHERE T2.ssn IS NULL
Find the names of scientists who are not working on the project with the highest hours.|CREATE TABLE scientists (name VARCHAR, SSN VARCHAR); CREATE TABLE assignedto (project VARCHAR, scientist VARCHAR); CREATE TABLE projects (code VARCHAR, hours INTEGER); CREATE TABLE scientists (name VARCHAR, hours INTEGER); CREATE TABLE projects (name VARCHAR, hours INTEGER)|SELECT name FROM scientists EXCEPT SELECT T3.name FROM assignedto AS T1 JOIN projects AS T2 ON T1.project = T2.code JOIN scientists AS T3 ON T1.scientist = T3.SSN WHERE T2.hours = (SELECT MAX(hours) FROM projects)|SELECT T1.name FROM scientists AS T1 EXCEPT SELECT T1.name FROM scientists AS T1 JOIN assignedto AS T2 ON T1.name = T2.scientist JOIN projects AS T3 ON T2.project = T3.code WHERE T3.code IN (SELECT code FROM projects ORDER BY hours DESC LIMIT 1)
List all the scientists' names, their projects' names, and the hours worked by that scientist on each project, in alphabetical order of project name, and then scientist name.|CREATE TABLE AssignedTo (Scientist VARCHAR, Project VARCHAR); CREATE TABLE Projects (Name VARCHAR, Hours VARCHAR, Code VARCHAR); CREATE TABLE Scientists (Name VARCHAR, SSN VARCHAR)|SELECT T1.Name, T3.Name, T3.Hours FROM Scientists AS T1 JOIN AssignedTo AS T2 ON T1.SSN = T2.Scientist JOIN Projects AS T3 ON T2.Project = T3.Code ORDER BY T3.Name, T1.Name|SELECT T3.Name, T2.Name, T2.Hours FROM AssignedTo AS T1 JOIN Projects AS T2 ON T1.Project = T2.Code JOIN Scientists AS T3 ON T1.Scientist = T3.SSN ORDER BY T2.Name, T3.Name;
Find name of the project that needs the least amount of time to finish and the name of scientists who worked on it.|CREATE TABLE scientists (name VARCHAR, SSN VARCHAR); CREATE TABLE assignedto (project VARCHAR, scientist VARCHAR); CREATE TABLE projects (name VARCHAR, code VARCHAR, hours INTEGER); CREATE TABLE projects (hours INTEGER)|SELECT T2.name, T3.name FROM assignedto AS T1 JOIN projects AS T2 ON T1.project = T2.code JOIN scientists AS T3 ON T1.scientist = T3.SSN WHERE T2.hours = (SELECT MIN(hours) FROM projects)|SELECT T3.name, T1.scientist FROM assignedto AS T1 JOIN projects AS T3 ON T1.project = T3.code WHERE T3.hours = (SELECT MIN(hours) FROM projects)
What is the name of the highest rated wine?|CREATE TABLE WINE (Name VARCHAR, Score VARCHAR)|SELECT Name FROM WINE ORDER BY Score LIMIT 1|SELECT Name FROM WINE ORDER BY Score DESC LIMIT 1
Which winery is the wine that has the highest score from?|CREATE TABLE WINE (Winery VARCHAR, SCORE VARCHAR)|SELECT Winery FROM WINE ORDER BY SCORE LIMIT 1|SELECT Winery FROM WINE ORDER BY SCORE DESC LIMIT 1
Find the names of all wines produced in 2008.|CREATE TABLE WINE (Name VARCHAR, YEAR VARCHAR)|"SELECT Name FROM WINE WHERE YEAR = ""2008"""|SELECT Name FROM WINE WHERE YEAR = '2008'
List the grapes and appelations of all wines.|CREATE TABLE WINE (Grape VARCHAR, Appelation VARCHAR)|SELECT Grape, Appelation FROM WINE|SELECT Grape, Appelation FROM WINE
List the names and scores of all wines.|CREATE TABLE WINE (Name VARCHAR, Score VARCHAR)|SELECT Name, Score FROM WINE|SELECT Name, Score FROM WINE
List the area and county of all appelations.|CREATE TABLE APPELLATIONS (Area VARCHAR, County VARCHAR)|SELECT Area, County FROM APPELLATIONS|SELECT Area, County FROM APPELLATIONS
What are the prices of wines produced before the year of 2010?|CREATE TABLE WINE (Price VARCHAR, YEAR INTEGER)|SELECT Price FROM WINE WHERE YEAR < 2010|SELECT Price FROM WINE WHERE YEAR < 2010
List the names of all distinct wines that have scores higher than 90.|CREATE TABLE WINE (Name VARCHAR, score INTEGER)|SELECT Name FROM WINE WHERE score > 90|SELECT DISTINCT Name FROM WINE WHERE score > 90
List the names of all distinct wines that are made of red color grape.|CREATE TABLE GRAPES (Grape VARCHAR, Color VARCHAR); CREATE TABLE WINE (Name VARCHAR, Grape VARCHAR)|"SELECT DISTINCT T2.Name FROM GRAPES AS T1 JOIN WINE AS T2 ON T1.Grape = T2.Grape WHERE T1.Color = ""Red"""|SELECT DISTINCT T1.Name FROM WINE AS T1 JOIN GRAPES AS T2 ON T1.Grape = T2.Grape WHERE T2.Color = 'red'
Find the names of all distinct wines that have appellations in North Coast area.|CREATE TABLE APPELLATIONs (Appelation VARCHAR, Area VARCHAR); CREATE TABLE WINE (Name VARCHAR, Appelation VARCHAR)|"SELECT DISTINCT T2.Name FROM APPELLATIONs AS T1 JOIN WINE AS T2 ON T1.Appelation = T2.Appelation WHERE T1.Area = ""North Coast"""|SELECT DISTINCT T1.Name FROM WINE AS T1 JOIN APPELLATIONs AS T2 ON T1.Appelation = T2.Appelation WHERE T2.Area = 'North Coast'
How many wines are produced at Robert Biale winery?|CREATE TABLE WINE (Winery VARCHAR)|"SELECT COUNT(*) FROM WINE WHERE Winery = ""Robert Biale"""|SELECT COUNT(*) FROM WINE WHERE Winery = 'Robert Biale Winery'
How many appelations are in Napa Country?|CREATE TABLE APPELLATIONS (County VARCHAR)|"SELECT COUNT(*) FROM APPELLATIONS WHERE County = ""Napa"""|SELECT COUNT(*) FROM APPELLATIONS WHERE County = 'Napa'
Give me the average prices of wines that are produced by appelations in Sonoma County.|CREATE TABLE WINE (Price INTEGER, Appelation VARCHAR); CREATE TABLE APPELLATIONS (Appelation VARCHAR, County VARCHAR)|"SELECT AVG(T2.Price) FROM APPELLATIONS AS T1 JOIN WINE AS T2 ON T1.Appelation = T2.Appelation WHERE T1.County = ""Sonoma"""|SELECT AVG(T1.Price) FROM WINE AS T1 JOIN APPELLATIONS AS T2 ON T1.Appelation = T2.Appelation WHERE T2.County = 'Sonoma'
What are the names and scores of wines that are made of white color grapes?|CREATE TABLE GRAPES (Grape VARCHAR, Color VARCHAR); CREATE TABLE WINE (Name VARCHAR, Score VARCHAR, Grape VARCHAR)|"SELECT T2.Name, T2.Score FROM GRAPES AS T1 JOIN WINE AS T2 ON T1.Grape = T2.Grape WHERE T1.Color = ""White"""|SELECT T2.Name, T2.Score FROM GRAPES AS T1 JOIN WINE AS T2 ON T1.Grape = T2.Grape WHERE T1.Color = 'White'
Find the maximum price of wins from the appelations in Central Coast area and produced before the year of 2005.|CREATE TABLE APPELLATIONS (Appelation VARCHAR, Area VARCHAR); CREATE TABLE WINE (Price INTEGER, Appelation VARCHAR, year VARCHAR)|"SELECT MAX(T2.Price) FROM APPELLATIONS AS T1 JOIN WINE AS T2 ON T1.Appelation = T2.Appelation WHERE T1.Area = ""Central Coast"" AND T2.year < 2005"|SELECT MAX(T2.Price) FROM APPELLATIONS AS T1 JOIN WINE AS T2 ON T1.Appelation = T2.Appelation WHERE T1.Area = 'Central Coast' AND T2.year < '2005'
Find the the grape whose white color grapes are used to produce wines with scores higher than 90.|CREATE TABLE GRAPES (Grape VARCHAR, Color VARCHAR); CREATE TABLE WINE (Grape VARCHAR, score VARCHAR)|"SELECT DISTINCT T1.Grape FROM GRAPES AS T1 JOIN WINE AS T2 ON T1.Grape = T2.Grape WHERE T1.Color = ""White"" AND T2.score > 90"|SELECT DISTINCT T1.Grape FROM GRAPES AS T1 JOIN WINE AS T2 ON T1.Grape = T2.Grape WHERE T1.Color = 'white' AND T2.score > '90'
What are the wines that have prices higher than 50 and made of Red color grapes?|CREATE TABLE WINE (Name VARCHAR, Grape VARCHAR, price VARCHAR); CREATE TABLE Grapes (Grape VARCHAR, Color VARCHAR)|"SELECT T2.Name FROM Grapes AS T1 JOIN WINE AS T2 ON T1.Grape = T2.Grape WHERE T1.Color = ""Red"" AND T2.price > 50"|SELECT T1.Name FROM WINE AS T1 JOIN Grapes AS T2 ON T1.Grape = T2.Grape WHERE T1.price > 50 AND T2.Color = 'Red'
What are the wines that have prices lower than 50 and have appelations in Monterey county?|CREATE TABLE APPELLATIONS (Appelation VARCHAR, County VARCHAR); CREATE TABLE WINE (Name VARCHAR, Appelation VARCHAR, price VARCHAR)|"SELECT T2.Name FROM APPELLATIONS AS T1 JOIN WINE AS T2 ON T1.Appelation = T2.Appelation WHERE T1.County = ""Monterey"" AND T2.price < 50"|SELECT T1.Name FROM WINE AS T1 JOIN APPELLATIONS AS T2 ON T1.Appelation = T2.Appelation WHERE T1.price < 50 AND T2.County = 'Monterey'
What are the numbers of wines for different grapes?|CREATE TABLE WINE (Grape VARCHAR)|SELECT COUNT(*), Grape FROM WINE GROUP BY Grape|SELECT Grape, COUNT(*) FROM WINE GROUP BY Grape
What are the average prices of wines for different years?|CREATE TABLE WINE (YEAR VARCHAR, Price INTEGER)|SELECT AVG(Price), YEAR FROM WINE GROUP BY YEAR|SELECT YEAR, AVG(Price) FROM WINE GROUP BY YEAR
Find the distinct names of all wines that have prices higher than some wines from John Anthony winery.|CREATE TABLE wine (Name VARCHAR, Price INTEGER, Winery VARCHAR); CREATE TABLE WINE (Name VARCHAR, Price INTEGER, Winery VARCHAR)|"SELECT DISTINCT Name FROM WINE WHERE Price > (SELECT MIN(Price) FROM wine WHERE Winery = ""John Anthony"")"|SELECT DISTINCT Name FROM wine WHERE Price > (SELECT MIN(Price) FROM wine WHERE Winery = 'John Anthony Winery')
List the names of all distinct wines in alphabetical order.|CREATE TABLE WINE (Name VARCHAR)|SELECT DISTINCT Name FROM WINE ORDER BY Name|SELECT DISTINCT Name FROM WINE ORDER BY Name
List the names of all distinct wines ordered by price.|CREATE TABLE WINE (Name VARCHAR, price VARCHAR)|SELECT DISTINCT Name FROM WINE ORDER BY price|SELECT DISTINCT Name FROM WINE ORDER BY price
What is the area of the appelation that produces the highest number of wines before the year of 2010?|CREATE TABLE WINE (Appelation VARCHAR, year VARCHAR); CREATE TABLE APPELLATIONS (Area VARCHAR, Appelation VARCHAR)|SELECT T1.Area FROM APPELLATIONS AS T1 JOIN WINE AS T2 ON T1.Appelation = T2.Appelation GROUP BY T2.Appelation HAVING T2.year < 2010 ORDER BY COUNT(*) DESC LIMIT 1|SELECT T2.Area FROM WINE AS T1 JOIN APPELLATIONS AS T2 ON T1.Appelation = T2.Appelation WHERE CAST(T1.year AS INTEGER) < 2010 GROUP BY T1.Appelation ORDER BY COUNT(*) DESC LIMIT 1
What is the color of the grape whose wine products has the highest average price?|CREATE TABLE GRAPES (Color VARCHAR, Grape VARCHAR); CREATE TABLE WINE (Grape VARCHAR)|SELECT T1.Color FROM GRAPES AS T1 JOIN WINE AS T2 ON T1.Grape = T2.Grape GROUP BY T2.Grape ORDER BY AVG(Price) DESC LIMIT 1|SELECT T1.Color FROM GRAPES AS T1 JOIN WINE AS T2 ON T1.Grape = T2.Grape
Find the distinct names of wines produced before the year of 2000 or after the year of 2010.|CREATE TABLE WINE (Name VARCHAR, YEAR VARCHAR)|SELECT DISTINCT Name FROM WINE WHERE YEAR < 2000 OR YEAR > 2010|SELECT DISTINCT Name FROM WINE WHERE YEAR < '2000' OR YEAR > '2010'
Find the distinct winery of wines having price between 50 and 100.|CREATE TABLE WINE (Winery VARCHAR, Price INTEGER)|SELECT DISTINCT Winery FROM WINE WHERE Price BETWEEN 50 AND 100|SELECT DISTINCT Winery FROM WINE WHERE Price BETWEEN 50 AND 100
