question|context|answer|sql_generado
How many allergies are there?|CREATE TABLE Allergy_type (allergy VARCHAR)|SELECT COUNT(DISTINCT allergy) FROM Allergy_type|SELECT COUNT(*) FROM Allergy_type
How many different allergy types exist?|CREATE TABLE Allergy_type (allergytype VARCHAR)|SELECT COUNT(DISTINCT allergytype) FROM Allergy_type|SELECT COUNT(DISTINCT allergytype) FROM Allergy_type
Show all allergy types.|CREATE TABLE Allergy_type (allergytype VARCHAR)|SELECT DISTINCT allergytype FROM Allergy_type|SELECT allergytype FROM Allergy_type
Show all allergies and their types.|CREATE TABLE Allergy_type (allergy VARCHAR, allergytype VARCHAR)|SELECT allergy, allergytype FROM Allergy_type|SELECT allergy, allergytype FROM Allergy_type
Show all allergies with type food.|CREATE TABLE Allergy_type (allergy VARCHAR, allergytype VARCHAR)|"SELECT DISTINCT allergy FROM Allergy_type WHERE allergytype = ""food"""|SELECT allergy FROM Allergy_type WHERE allergytype = 'food'
What is the type of allergy Cat?|CREATE TABLE Allergy_type (allergytype VARCHAR, allergy VARCHAR)|"SELECT allergytype FROM Allergy_type WHERE allergy = ""Cat"""|SELECT allergytype FROM Allergy_type WHERE allergy = 'Cat'
How many allergies have type animal?|CREATE TABLE Allergy_type (allergytype VARCHAR)|"SELECT COUNT(*) FROM Allergy_type WHERE allergytype = ""animal"""|SELECT COUNT(*) FROM Allergy_type WHERE allergytype = 'animal'
Show all allergy types and the number of allergies in each type.|CREATE TABLE Allergy_type (allergytype VARCHAR)|SELECT allergytype, COUNT(*) FROM Allergy_type GROUP BY allergytype|SELECT allergytype, COUNT(*) FROM Allergy_type GROUP BY allergytype
Which allergy type has most number of allergies?|CREATE TABLE Allergy_type (allergytype VARCHAR)|SELECT allergytype FROM Allergy_type GROUP BY allergytype ORDER BY COUNT(*) DESC LIMIT 1|SELECT allergytype FROM Allergy_type GROUP BY allergytype ORDER BY COUNT(*) DESC LIMIT 1
Which allergy type has least number of allergies?|CREATE TABLE Allergy_type (allergytype VARCHAR)|SELECT allergytype FROM Allergy_type GROUP BY allergytype ORDER BY COUNT(*) LIMIT 1|SELECT allergytype FROM Allergy_type GROUP BY allergytype ORDER BY COUNT(*) ASC LIMIT 1
How many students are there?|CREATE TABLE Student (Id VARCHAR)|SELECT COUNT(*) FROM Student|SELECT COUNT(*) FROM Student
Show first name and last name for all students.|CREATE TABLE Student (Fname VARCHAR, Lname VARCHAR)|SELECT Fname, Lname FROM Student|SELECT Fname, Lname FROM Student
How many different advisors are listed?|CREATE TABLE Student (advisor VARCHAR)|SELECT COUNT(DISTINCT advisor) FROM Student|SELECT COUNT(DISTINCT advisor) FROM Student
Show all majors.|CREATE TABLE Student (Major VARCHAR)|SELECT DISTINCT Major FROM Student|SELECT Major FROM Student
Show all cities where students live.|CREATE TABLE Student (city_code VARCHAR)|SELECT DISTINCT city_code FROM Student|SELECT DISTINCT city_code FROM Student
Show first name, last name, age for all female students. Their sex is F.|CREATE TABLE Student (Fname VARCHAR, Lname VARCHAR, Age VARCHAR, Sex VARCHAR)|SELECT Fname, Lname, Age FROM Student WHERE Sex = 'F'|SELECT Fname, Lname, Age FROM Student WHERE Sex = 'F'
Show student ids for all male students.|CREATE TABLE Student (StuID VARCHAR, Sex VARCHAR)|SELECT StuID FROM Student WHERE Sex = 'M'|SELECT StuID FROM Student WHERE Sex = 'Male'
How many students are age 18?|CREATE TABLE Student (age VARCHAR)|SELECT COUNT(*) FROM Student WHERE age = 18|SELECT COUNT(*) FROM Student WHERE age = '18'
Show all student ids who are older than 20.|CREATE TABLE Student (StuID VARCHAR, age INTEGER)|SELECT StuID FROM Student WHERE age > 20|SELECT StuID FROM Student WHERE age > 20
"Which city does the student whose last name is ""Kim"" live in?"|CREATE TABLE Student (city_code VARCHAR, LName VARCHAR)|"SELECT city_code FROM Student WHERE LName = ""Kim"""|SELECT city_code FROM Student WHERE LName = 'Kim'
Who is the advisor of student with ID 1004?|CREATE TABLE Student (Advisor VARCHAR, StuID VARCHAR)|SELECT Advisor FROM Student WHERE StuID = 1004|SELECT Advisor FROM Student WHERE StuID = '1004'
How many students live in HKG or CHI?|CREATE TABLE Student (city_code VARCHAR)|"SELECT COUNT(*) FROM Student WHERE city_code = ""HKG"" OR city_code = ""CHI"""|SELECT COUNT(*) FROM Student WHERE city_code IN ('HKG', 'CHI')
Show the minimum, average, and maximum age of all students.|CREATE TABLE Student (age INTEGER)|SELECT MIN(age), AVG(age), MAX(age) FROM Student|SELECT MIN(age), AVG(age), MAX(age) FROM Student
What is the last name of the youngest student?|CREATE TABLE Student (LName VARCHAR, age INTEGER)|SELECT LName FROM Student WHERE age = (SELECT MIN(age) FROM Student)|SELECT LName FROM Student ORDER BY age DESC LIMIT 1
Show the student id of the oldest student.|CREATE TABLE Student (StuID VARCHAR, age INTEGER)|SELECT StuID FROM Student WHERE age = (SELECT MAX(age) FROM Student)|SELECT StuID FROM Student ORDER BY age DESC LIMIT 1
Show all majors and corresponding number of students.|CREATE TABLE Student (major VARCHAR)|SELECT major, COUNT(*) FROM Student GROUP BY major|SELECT major, COUNT(*) FROM Student GROUP BY major
Which major has most number of students?|CREATE TABLE Student (major VARCHAR)|SELECT major FROM Student GROUP BY major ORDER BY COUNT(*) DESC LIMIT 1|SELECT major FROM Student GROUP BY major ORDER BY COUNT(*) DESC LIMIT 1
Show all ages and corresponding number of students.|CREATE TABLE Student (age VARCHAR)|SELECT age, COUNT(*) FROM Student GROUP BY age|SELECT age, COUNT(*) FROM Student GROUP BY age
Show the average age for male and female students.|CREATE TABLE Student (sex VARCHAR, age INTEGER)|SELECT AVG(age), sex FROM Student GROUP BY sex|SELECT sex, AVG(age) FROM Student GROUP BY sex
Show all cities and corresponding number of students.|CREATE TABLE Student (city_code VARCHAR)|SELECT city_code, COUNT(*) FROM Student GROUP BY city_code|SELECT city_code, COUNT(*) FROM Student GROUP BY city_code
Show all advisors and corresponding number of students.|CREATE TABLE Student (advisor VARCHAR)|SELECT advisor, COUNT(*) FROM Student GROUP BY advisor|SELECT advisor, COUNT(*) FROM Student GROUP BY advisor
Which advisor has most number of students?|CREATE TABLE Student (advisor VARCHAR)|SELECT advisor FROM Student GROUP BY advisor ORDER BY COUNT(*) DESC LIMIT 1|SELECT advisor FROM Student GROUP BY advisor ORDER BY COUNT(*) DESC LIMIT 1
How many students have cat allergies?|CREATE TABLE Has_allergy (Allergy VARCHAR)|"SELECT COUNT(*) FROM Has_allergy WHERE Allergy = ""Cat"""|SELECT COUNT(*) FROM Has_allergy WHERE Allergy = 'cat'
Show all student IDs who have at least two allergies.|CREATE TABLE Has_allergy (StuID VARCHAR)|SELECT StuID FROM Has_allergy GROUP BY StuID HAVING COUNT(*) >= 2|SELECT StuID FROM Has_allergy GROUP BY StuID HAVING COUNT(*) >= 2
What are the student ids of students who don't have any allergies?|CREATE TABLE Has_allergy (StuID VARCHAR); CREATE TABLE Student (StuID VARCHAR)|SELECT StuID FROM Student EXCEPT SELECT StuID FROM Has_allergy|SELECT StuID FROM Student EXCEPT SELECT StuID FROM Has_allergy
How many female students have milk or egg allergies?|CREATE TABLE Student (StuID VARCHAR, sex VARCHAR); CREATE TABLE has_allergy (StuID VARCHAR, allergy VARCHAR)|"SELECT COUNT(*) FROM has_allergy AS T1 JOIN Student AS T2 ON T1.StuID = T2.StuID WHERE T2.sex = ""F"" AND T1.allergy = ""Milk"" OR T1.allergy = ""Eggs"""|SELECT COUNT(T1.StuID) FROM Student AS T1 JOIN has_allergy AS T2 ON T1.StuID = T2.StuID WHERE T1.sex = 'Female' AND T2.allergy IN ('milk', 'egg')
How many students have a food allergy?|CREATE TABLE Has_allergy (allergy VARCHAR); CREATE TABLE Allergy_type (allergy VARCHAR, allergytype VARCHAR)|"SELECT COUNT(*) FROM Has_allergy AS T1 JOIN Allergy_type AS T2 ON T1.allergy = T2.allergy WHERE T2.allergytype = ""food"""|SELECT COUNT(T1.allergy) FROM Has_allergy AS T1
Which allergy has most number of students affected?|CREATE TABLE Has_allergy (Allergy VARCHAR)|SELECT Allergy FROM Has_allergy GROUP BY Allergy ORDER BY COUNT(*) DESC LIMIT 1|SELECT Allergy FROM Has_allergy GROUP BY Allergy ORDER BY COUNT(*) DESC LIMIT 1
Show all allergies with number of students affected.|CREATE TABLE Has_allergy (Allergy VARCHAR)|SELECT Allergy, COUNT(*) FROM Has_allergy GROUP BY Allergy|SELECT Allergy, COUNT(*) FROM Has_allergy GROUP BY Allergy
Show all allergy type with number of students affected.|CREATE TABLE Has_allergy (allergy VARCHAR); CREATE TABLE Allergy_type (allergytype VARCHAR, allergy VARCHAR)|SELECT T2.allergytype, COUNT(*) FROM Has_allergy AS T1 JOIN Allergy_type AS T2 ON T1.allergy = T2.allergy GROUP BY T2.allergytype|SELECT T2.allergytype, COUNT(T1.allergy) FROM Has_allergy AS T1 JOIN Allergy_type AS T2 ON T1.allergy = T2.allergy GROUP BY T2.allergytype
Find the last name and age of the student who has allergy to both milk and cat.|CREATE TABLE Has_allergy (lname VARCHAR, age VARCHAR, StuID VARCHAR, Allergy VARCHAR); CREATE TABLE Student (lname VARCHAR, age VARCHAR, StuID VARCHAR, Allergy VARCHAR)|"SELECT lname, age FROM Student WHERE StuID IN (SELECT StuID FROM Has_allergy WHERE Allergy = ""Milk"" INTERSECT SELECT StuID FROM Has_allergy WHERE Allergy = ""Cat"")"|SELECT T1.lname, T1.age FROM Has_allergy AS T1 WHERE T1.Allergy = 'milk' INTERSECT SELECT T1.lname, T1.age FROM Has_allergy AS T1 WHERE T1.Allergy = 'cat'
What are the allergies and their types that the student with first name Lisa has? And order the result by name of allergies.|CREATE TABLE Has_allergy (Allergy VARCHAR, StuID VARCHAR); CREATE TABLE Student (StuID VARCHAR, Fname VARCHAR); CREATE TABLE Allergy_type (Allergy VARCHAR, AllergyType VARCHAR)|"SELECT T1.Allergy, T1.AllergyType FROM Allergy_type AS T1 JOIN Has_allergy AS T2 ON T1.Allergy = T2.Allergy JOIN Student AS T3 ON T3.StuID = T2.StuID WHERE T3.Fname = ""Lisa"" ORDER BY T1.Allergy"|SELECT T1.Allergy, T2.AllergyType FROM Has_allergy AS T1 JOIN Allergy_type AS T2 ON T1.Allergy = T2.Allergy JOIN Student AS T3 ON T1.StuID = T3.StuID WHERE T3.Fname = 'Lisa' ORDER BY T1.Allergy
Find the first name and gender of the student who has allergy to milk but not cat.|CREATE TABLE Student (fname VARCHAR, sex VARCHAR, StuID VARCHAR, Allergy VARCHAR); CREATE TABLE Has_allergy (fname VARCHAR, sex VARCHAR, StuID VARCHAR, Allergy VARCHAR)|"SELECT fname, sex FROM Student WHERE StuID IN (SELECT StuID FROM Has_allergy WHERE Allergy = ""Milk"" EXCEPT SELECT StuID FROM Has_allergy WHERE Allergy = ""Cat"")"|SELECT T1.fname, T1.sex FROM Student AS T1 JOIN Has_allergy AS T2 ON T1.StuID = T2.StuID WHERE T2.Allergy = 'milk' EXCEPT SELECT T1.fname, T1.sex FROM Student AS T1 JOIN Has_allergy AS T2 ON T1.StuID = T2.StuID WHERE T2.Allergy = 'cat'
Find the average age of the students who have allergies with food and animal types.|CREATE TABLE Student (age INTEGER, StuID VARCHAR); CREATE TABLE Allergy_Type (Allergy VARCHAR, allergytype VARCHAR); CREATE TABLE Has_allergy (StuID VARCHAR, Allergy VARCHAR)|"SELECT AVG(age) FROM Student WHERE StuID IN (SELECT T1.StuID FROM Has_allergy AS T1 JOIN Allergy_Type AS T2 ON T1.Allergy = T2.Allergy WHERE T2.allergytype = ""food"" INTERSECT SELECT T1.StuID FROM Has_allergy AS T1 JOIN Allergy_Type AS T2 ON T1.Allergy = T2.Allergy WHERE T2.allergytype = ""animal"")"|SELECT AVG(T1.age) FROM Student AS T1 JOIN Has_allergy AS T2 ON T1.StuID = T2.StuID JOIN Allergy_Type AS T3 ON T2.Allergy = T3.Allergy WHERE T3.allergytype IN ('food', 'animal')
List the first and last name of the students who do not have any food type allergy.|CREATE TABLE Student (fname VARCHAR, lname VARCHAR, StuID VARCHAR); CREATE TABLE Allergy_Type (Allergy VARCHAR, allergytype VARCHAR); CREATE TABLE Has_allergy (StuID VARCHAR, Allergy VARCHAR)|"SELECT fname, lname FROM Student WHERE NOT StuID IN (SELECT T1.StuID FROM Has_allergy AS T1 JOIN Allergy_Type AS T2 ON T1.Allergy = T2.Allergy WHERE T2.allergytype = ""food"")"|SELECT T1.fname, T1.lname FROM Student AS T1 WHERE T1.StuID NOT IN (SELECT T3.StuID FROM Has_allergy AS T3 JOIN Allergy_Type AS T2 ON T3.Allergy = T2.Allergy WHERE T2.allergytype = 'food')
Find the number of male (sex is 'M') students who have some food type allery.|CREATE TABLE Has_allergy (Allergy VARCHAR); CREATE TABLE Allergy_Type (Allergy VARCHAR, allergytype VARCHAR); CREATE TABLE Student (sex VARCHAR, StuID VARCHAR)|"SELECT COUNT(*) FROM Student WHERE sex = ""M"" AND StuID IN (SELECT StuID FROM Has_allergy AS T1 JOIN Allergy_Type AS T2 ON T1.Allergy = T2.Allergy WHERE T2.allergytype = ""food"")"|SELECT COUNT(T1.StuID) FROM Student AS T1 JOIN Has_allergy AS T2 ON T1.StuID = T2.StuID JOIN Allergy_Type AS T3 ON T2.Allergy = T3.Allergy WHERE T1.sex = 'M' AND T3.allergytype = 'food'
Find the different first names and cities of the students who have allergy to milk or cat.|CREATE TABLE Has_Allergy (stuid VARCHAR, Allergy VARCHAR); CREATE TABLE Student (fname VARCHAR, city_code VARCHAR, stuid VARCHAR)|"SELECT DISTINCT T1.fname, T1.city_code FROM Student AS T1 JOIN Has_Allergy AS T2 ON T1.stuid = T2.stuid WHERE T2.Allergy = ""Milk"" OR T2.Allergy = ""Cat"""|SELECT DISTINCT T1.fname, T2.city_code FROM Student AS T1 JOIN Has_Allergy AS T2 ON T1.stuid = T2.stuid WHERE T2.Allergy = 'milk' OR T2.Allergy = 'cat'
Find the number of students who are older than 18 and do not have allergy to either food or animal.|CREATE TABLE Allergy_Type (Allergy VARCHAR, allergytype VARCHAR); CREATE TABLE Has_allergy (Allergy VARCHAR); CREATE TABLE Student (age VARCHAR, StuID VARCHAR)|"SELECT COUNT(*) FROM Student WHERE age > 18 AND NOT StuID IN (SELECT StuID FROM Has_allergy AS T1 JOIN Allergy_Type AS T2 ON T1.Allergy = T2.Allergy WHERE T2.allergytype = ""food"" OR T2.allergytype = ""animal"")"|SELECT COUNT(T1.StuID) FROM Student AS T1 LEFT JOIN Has_allergy AS T2 ON T1.StuID = T2.StuID WHERE T1.age > 18 AND T2.Allergy NOT IN (SELECT Allergy FROM Allergy_Type WHERE allergytype = 'food' OR allergytype = 'animal')
Find the first name and major of the students who are not allegry to soy.|CREATE TABLE Has_allergy (fname VARCHAR, major VARCHAR, StuID VARCHAR, Allergy VARCHAR); CREATE TABLE Student (fname VARCHAR, major VARCHAR, StuID VARCHAR, Allergy VARCHAR)|"SELECT fname, major FROM Student WHERE NOT StuID IN (SELECT StuID FROM Has_allergy WHERE Allergy = ""Soy"")"|SELECT fname, major FROM Student WHERE StuID NOT IN (SELECT StuID FROM Has_allergy WHERE Allergy = 'soy')
A list of the top 5 countries by number of invoices. List country name and number of invoices.|CREATE TABLE invoices (billing_country VARCHAR)|SELECT billing_country, COUNT(*) FROM invoices GROUP BY billing_country ORDER BY COUNT(*) DESC LIMIT 5|SELECT billing_country, COUNT(*) FROM invoices GROUP BY billing_country ORDER BY COUNT(*) DESC LIMIT 5
A list of the top 8 countries by gross/total invoice size. List country name and gross invoice size.|CREATE TABLE invoices (billing_country VARCHAR, total INTEGER)|SELECT billing_country, SUM(total) FROM invoices GROUP BY billing_country ORDER BY SUM(total) DESC LIMIT 8|SELECT billing_country, SUM(total) FROM invoices GROUP BY billing_country ORDER BY SUM(total) DESC LIMIT 8
A list of the top 10 countries by average invoice size. List country name and average invoice size.|CREATE TABLE invoices (billing_country VARCHAR, total INTEGER)|SELECT billing_country, AVG(total) FROM invoices GROUP BY billing_country ORDER BY AVG(total) DESC LIMIT 10|SELECT billing_country, AVG(total) FROM invoices GROUP BY billing_country ORDER BY AVG(total) DESC LIMIT 10
Find out 5 customers who most recently purchased something. List customers' first and last name.|CREATE TABLE customers (first_name VARCHAR, last_name VARCHAR, id VARCHAR); CREATE TABLE invoices (customer_id VARCHAR, invoice_date VARCHAR)|SELECT T1.first_name, T1.last_name FROM customers AS T1 JOIN invoices AS T2 ON T2.customer_id = T1.id ORDER BY T2.invoice_date DESC LIMIT 5|SELECT T1.first_name, T1.last_name FROM customers AS T1 JOIN invoices AS T2 ON T1.id = T2.customer_id ORDER BY T2.invoice_date DESC LIMIT 5
Find out the top 10 customers by total number of orders. List customers' first and last name and the number of total orders.|CREATE TABLE customers (first_name VARCHAR, last_name VARCHAR, id VARCHAR); CREATE TABLE invoices (customer_id VARCHAR)|SELECT T1.first_name, T1.last_name, COUNT(*) FROM customers AS T1 JOIN invoices AS T2 ON T2.customer_id = T1.id GROUP BY T1.id ORDER BY COUNT(*) DESC LIMIT 10|SELECT T1.first_name, T1.last_name, COUNT(T2.customer_id) FROM customers AS T1 JOIN invoices AS T2 ON T1.id = T2.customer_id GROUP BY T1.id, T1.first_name, T1.last_name ORDER BY COUNT(T2.customer_id) DESC LIMIT 10
List the top 10 customers by total gross sales. List customers' first and last name and total gross sales.|CREATE TABLE invoices (total INTEGER, customer_id VARCHAR); CREATE TABLE customers (first_name VARCHAR, last_name VARCHAR, id VARCHAR)|SELECT T1.first_name, T1.last_name, SUM(T2.total) FROM customers AS T1 JOIN invoices AS T2 ON T2.customer_id = T1.id GROUP BY T1.id ORDER BY SUM(T2.total) DESC LIMIT 10|SELECT T2.first_name, T2.last_name, SUM(T1.total) FROM invoices AS T1 JOIN customers AS T2 ON T1.customer_id = T2.id GROUP BY T1.customer_id ORDER BY SUM(T1.total) DESC LIMIT 10
List the top 5 genres by number of tracks. List genres name and total tracks.|CREATE TABLE tracks (genre_id VARCHAR); CREATE TABLE genres (name VARCHAR, id VARCHAR)|SELECT T1.name, COUNT(*) FROM genres AS T1 JOIN tracks AS T2 ON T2.genre_id = T1.id GROUP BY T1.id ORDER BY COUNT(*) DESC LIMIT 5|SELECT T2.name, COUNT(T1.genre_id) FROM tracks AS T1 JOIN genres AS T2 ON T1.genre_id = T2.id GROUP BY T1.genre_id ORDER BY COUNT(T1.genre_id) DESC LIMIT 5
List every album's title.|CREATE TABLE albums (title VARCHAR)|SELECT title FROM albums|SELECT title FROM albums
List every album ordered by album title in ascending order.|CREATE TABLE albums (title VARCHAR)|SELECT title FROM albums ORDER BY title|SELECT title FROM albums ORDER BY title ASC
List every album whose title starts with A in alphabetical order.|CREATE TABLE albums (title VARCHAR)|SELECT title FROM albums WHERE title LIKE 'A%' ORDER BY title|SELECT title FROM albums WHERE title LIKE 'A%' ORDER BY title
List the customers first and last name of 10 least expensive invoices.|CREATE TABLE customers (first_name VARCHAR, last_name VARCHAR, id VARCHAR); CREATE TABLE invoices (customer_id VARCHAR)|SELECT T1.first_name, T1.last_name FROM customers AS T1 JOIN invoices AS T2 ON T2.customer_id = T1.id ORDER BY total LIMIT 10|SELECT T1.first_name, T1.last_name FROM customers AS T1 JOIN invoices AS T2 ON T1.id = T2.customer_id ORDER BY T2.customer_id LIMIT 10
List total amount of  invoice from Chicago, IL.|CREATE TABLE invoices (total INTEGER, billing_city VARCHAR, billing_state VARCHAR)|"SELECT SUM(total) FROM invoices WHERE billing_city = ""Chicago"" AND billing_state = ""IL"""|SELECT SUM(total) FROM invoices WHERE billing_city = 'Chicago' AND billing_state = 'IL'
List the number of invoices from Chicago, IL.|CREATE TABLE invoices (billing_city VARCHAR, billing_state VARCHAR)|"SELECT COUNT(*) FROM invoices WHERE billing_city = ""Chicago"" AND billing_state = ""IL"""|SELECT COUNT(*) FROM invoices WHERE billing_city = 'Chicago' AND billing_state = 'IL'
List the number of invoices from the US, grouped by state.|CREATE TABLE invoices (billing_state VARCHAR, billing_country VARCHAR)|"SELECT billing_state, COUNT(*) FROM invoices WHERE billing_country = ""USA"" GROUP BY billing_state"|SELECT billing_state, COUNT(*) FROM invoices WHERE billing_country = 'US' GROUP BY billing_state
List the state in the US with the most invoices.|CREATE TABLE invoices (billing_state VARCHAR, billing_country VARCHAR)|"SELECT billing_state, COUNT(*) FROM invoices WHERE billing_country = ""USA"" GROUP BY billing_state ORDER BY COUNT(*) DESC LIMIT 1"|SELECT billing_state FROM invoices WHERE billing_country = 'US' GROUP BY billing_state ORDER BY COUNT(*) DESC LIMIT 1
List the number of invoices and the invoice total from California.|CREATE TABLE invoices (billing_state VARCHAR, total INTEGER)|"SELECT billing_state, COUNT(*), SUM(total) FROM invoices WHERE billing_state = ""CA"""|SELECT COUNT(*), SUM(total) FROM invoices WHERE billing_state = 'California'
List Aerosmith's albums.|CREATE TABLE artists (id VARCHAR, name VARCHAR); CREATE TABLE albums (title VARCHAR, artist_id VARCHAR)|"SELECT T1.title FROM albums AS T1 JOIN artists AS T2 ON T1.artist_id = T2.id WHERE T2.name = ""Aerosmith"""|SELECT T2.title FROM artists AS T1 JOIN albums AS T2 ON T1.id = T2.artist_id WHERE T1.name = 'Aerosmith'
How many albums does Billy Cobham has?|CREATE TABLE artists (id VARCHAR, name VARCHAR); CREATE TABLE albums (artist_id VARCHAR)|"SELECT COUNT(*) FROM albums AS T1 JOIN artists AS T2 ON T1.artist_id = T2.id WHERE T2.name = ""Billy Cobham"""|SELECT COUNT(*) FROM albums AS T1 JOIN artists AS T2 ON T1.artist_id = T2.id WHERE T2.name = 'Billy Cobham'
Eduardo Martins is a customer at which company?|CREATE TABLE customers (company VARCHAR, first_name VARCHAR, last_name VARCHAR)|"SELECT company FROM customers WHERE first_name = ""Eduardo"" AND last_name = ""Martins"""|SELECT company FROM customers WHERE first_name = 'Eduardo' AND last_name = 'Martins'
What is Astrid Gruber's email and phone number?|CREATE TABLE customers (email VARCHAR, phone VARCHAR, first_name VARCHAR, last_name VARCHAR)|"SELECT email, phone FROM customers WHERE first_name = ""Astrid"" AND last_name = ""Gruber"""|SELECT email, phone FROM customers WHERE first_name = 'Astrid' AND last_name = 'Gruber'
How many customers live in Prague city?|CREATE TABLE customers (city VARCHAR)|"SELECT COUNT(*) FROM customers WHERE city = ""Prague"""|SELECT COUNT(*) FROM customers WHERE city = 'Prague'
How many customers in state of CA?|CREATE TABLE customers (state VARCHAR)|"SELECT COUNT(*) FROM customers WHERE state = ""CA"""|SELECT COUNT(*) FROM customers WHERE state = 'CA'
What country does Roberto Almeida live?|CREATE TABLE customers (country VARCHAR, first_name VARCHAR, last_name VARCHAR)|"SELECT country FROM customers WHERE first_name = ""Roberto"" AND last_name = ""Almeida"""|SELECT country FROM customers WHERE first_name = 'Roberto' AND last_name = 'Almeida'
List the name of albums that are released by aritist whose name has 'Led'|CREATE TABLE artists (id VARCHAR, name VARCHAR); CREATE TABLE albums (title VARCHAR, artist_id VARCHAR)|SELECT T2.title FROM artists AS T1 JOIN albums AS T2 ON T1.id = T2.artist_id WHERE T1.name LIKE '%Led%'|SELECT T2.title FROM artists AS T1 JOIN albums AS T2 ON T1.id = T2.artist_id WHERE T1.name LIKE '%Led%'
How many customers does Steve Johnson support?|CREATE TABLE employees (id VARCHAR, first_name VARCHAR, last_name VARCHAR); CREATE TABLE customers (support_rep_id VARCHAR)|"SELECT COUNT(*) FROM employees AS T1 JOIN customers AS T2 ON T2.support_rep_id = T1.id WHERE T1.first_name = ""Steve"" AND T1.last_name = ""Johnson"""|SELECT COUNT(*) FROM customers AS T1 JOIN employees AS T2 ON T1.support_rep_id = T2.id WHERE T2.first_name = 'Steve' AND T2.last_name = 'Johnson'
What is the title, phone and hire date of Nancy Edwards?|CREATE TABLE employees (title VARCHAR, phone VARCHAR, hire_date VARCHAR, first_name VARCHAR, last_name VARCHAR)|"SELECT title, phone, hire_date FROM employees WHERE first_name = ""Nancy"" AND last_name = ""Edwards"""|SELECT title, phone, hire_date FROM employees WHERE first_name = 'Nancy' AND last_name = 'Edwards'
find the full name of employees who report to Nancy Edwards?|CREATE TABLE employees (id VARCHAR, first_name VARCHAR, last_name VARCHAR); CREATE TABLE employees (first_name VARCHAR, last_name VARCHAR, reports_to VARCHAR)|"SELECT T2.first_name, T2.last_name FROM employees AS T1 JOIN employees AS T2 ON T1.id = T2.reports_to WHERE T1.first_name = ""Nancy"" AND T1.last_name = ""Edwards"""|SELECT T1.first_name, T1.last_name FROM employees AS T1 JOIN employees AS T2 ON T1.reports_to = T2.id WHERE T2.first_name = 'Nancy' AND T2.last_name = 'Edwards'
What is the address of employee Nancy Edwards?|CREATE TABLE employees (address VARCHAR, first_name VARCHAR, last_name VARCHAR)|"SELECT address FROM employees WHERE first_name = ""Nancy"" AND last_name = ""Edwards"""|SELECT address FROM employees WHERE first_name = 'Nancy' AND last_name = 'Edwards'
Find the full name of employee who supported the most number of customers.|CREATE TABLE employees (first_name VARCHAR, last_name VARCHAR, id VARCHAR); CREATE TABLE customers (support_rep_id VARCHAR)|SELECT T1.first_name, T1.last_name FROM employees AS T1 JOIN customers AS T2 ON T1.id = T2.support_rep_id GROUP BY T1.id ORDER BY COUNT(*) DESC LIMIT 1|SELECT T1.first_name, T1.last_name FROM employees AS T1 JOIN customers AS T2 ON T1.id = T2.support_rep_id GROUP BY T2.support_rep_id ORDER BY COUNT(*) DESC LIMIT 1
How many employees are living in Canada?|CREATE TABLE employees (country VARCHAR)|"SELECT COUNT(*) FROM employees WHERE country = ""Canada"""|SELECT COUNT(*) FROM employees WHERE country = 'Canada'
What is employee Nancy Edwards's phone number?|CREATE TABLE employees (phone VARCHAR, first_name VARCHAR, last_name VARCHAR)|"SELECT phone FROM employees WHERE first_name = ""Nancy"" AND last_name = ""Edwards"""|SELECT phone FROM employees WHERE first_name = 'Nancy' AND last_name = 'Edwards'
Who is the youngest employee in the company? List employee's first and last name.|CREATE TABLE employees (first_name VARCHAR, last_name VARCHAR, birth_date VARCHAR)|SELECT first_name, last_name FROM employees ORDER BY birth_date DESC LIMIT 1|SELECT first_name, last_name FROM employees ORDER BY birth_date DESC LIMIT 1
List top 10 employee work longest in the company. List employee's first and last name.|CREATE TABLE employees (first_name VARCHAR, last_name VARCHAR, hire_date VARCHAR)|SELECT first_name, last_name FROM employees ORDER BY hire_date LIMIT 10|SELECT first_name, last_name FROM employees ORDER BY hire_date ASC LIMIT 10
Find the number of employees whose title is IT Staff from each city?|CREATE TABLE employees (city VARCHAR, title VARCHAR)|SELECT COUNT(*), city FROM employees WHERE title = 'IT Staff' GROUP BY city|SELECT city, COUNT(*) FROM employees WHERE title = 'IT Staff' GROUP BY city
Which employee manage most number of peoples? List employee's first and last name, and number of people report to that employee.|CREATE TABLE employees (first_name VARCHAR, last_name VARCHAR, id VARCHAR); CREATE TABLE employees (reports_to VARCHAR)|SELECT T2.first_name, T2.last_name, COUNT(T1.reports_to) FROM employees AS T1 JOIN employees AS T2 ON T1.reports_to = T2.id GROUP BY T1.reports_to ORDER BY COUNT(T1.reports_to) DESC LIMIT 1|SELECT T1.first_name, T1.last_name, COUNT(T2.reports_to) FROM employees AS T1 JOIN employees AS T2 ON T1.id = T2.reports_to GROUP BY T1.id, T1.first_name, T1.last_name ORDER BY COUNT(T2.reports_to) DESC LIMIT 1
